0.042302,0.044415,0.042223,0.041490,0.027889,0.029810,0.028673,0.029292,0.030931,0.032236,0.036035,0.055814
0.042438,0.044390,0.042375,0.041430,0.028209,0.029453,0.028777,0.029093,0.030938,0.031951,0.035524,0.055804
0.042428,0.044614,0.042147,0.041443,0.027874,0.029949,0.028897,0.029143,0.030378,0.032264,0.035789,0.055782
0.042141,0.044737,0.042460,0.041452,0.028294,0.029601,0.028319,0.029216,0.030934,0.032169,0.035688,0.055681
0.042523,0.044586,0.042466,0.041446,0.028196,0.029750,0.028335,0.029358,0.030846,0.032128,0.035767,0.055697
0.042501,0.044339,0.042416,0.041481,0.028284,0.029813,0.028742,0.029343,0.030723,0.032154,0.035751,0.055874
0.042428,0.044608,0.042197,0.041418,0.028164,0.029864,0.028632,0.029560,0.030546,0.032390,0.035982,0.055944
0.042160,0.044595,0.042154,0.041446,0.028133,0.029665,0.028357,0.029184,0.030947,0.032390,0.036108,0.055596
0.042293,0.044361,0.042197,0.041433,0.027927,0.029504,0.028711,0.029260,0.031010,0.031936,0.035947,0.055792
0.042419,0.044611,0.042119,0.041446,0.028171,0.029674,0.028856,0.029238,0.030922,0.032135,0.035884,0.055780
0.041983,0.044481,0.042274,0.041680,0.028085,0.029627,0.028610,0.029409,0.030704,0.032239,0.035802,0.055795
0.042343,0.044563,0.042163,0.041515,0.028025,0.029760,0.028250,0.029422,0.030533,0.032008,0.035637,0.055669
0.042356,0.044415,0.042084,0.041190,0.027949,0.029567,0.028676,0.029099,0.030814,0.032093,0.036026,0.055833
0.042027,0.044668,0.042337,0.041386,0.028120,0.029589,0.028777,0.029194,0.031152,0.031948,0.035814,0.055533
0.042431,0.044664,0.042195,0.041604,0.028228,0.029526,0.028846,0.029080,0.030833,0.032074,0.035922,0.055830
0.042463,0.044579,0.042378,0.041547,0.028149,0.029883,0.028767,0.029068,0.030830,0.032056,0.035777,0.055849
0.042381,0.044437,0.042296,0.041317,0.028212,0.029870,0.028783,0.029143,0.030792,0.032100,0.035675,0.055804
0.042403,0.044854,0.042517,0.041376,0.028281,0.029519,0.028878,0.029343,0.030909,0.031885,0.035922,0.056165
0.042289,0.044541,0.042315,0.041579,0.028095,0.029924,0.028654,0.029263,0.031165,0.032135,0.036010,0.055862
0.042340,0.044538,0.042359,0.041399,0.028019,0.029263,0.028528,0.029241,0.030799,0.031958,0.035919,0.055852
0.042450,0.044386,0.042255,0.041477,0.028205,0.029532,0.028727,0.029295,0.031266,0.032062,0.036026,0.055609
0.042381,0.044661,0.042176,0.041594,0.027981,0.029586,0.028723,0.029314,0.030988,0.032160,0.036124,0.055729
0.042510,0.044260,0.042033,0.041556,0.028152,0.029665,0.028711,0.029384,0.030777,0.032599,0.035827,0.056130
0.042308,0.044418,0.042441,0.041481,0.028158,0.029743,0.028484,0.029504,0.030780,0.032258,0.035675,0.055470
0.042356,0.044219,0.042403,0.041212,0.028142,0.029665,0.028518,0.029345,0.031168,0.032031,0.036095,0.056202
0.041973,0.044289,0.042219,0.041402,0.028076,0.029592,0.028531,0.029285,0.031212,0.032151,0.036127,0.056057
0.042204,0.044500,0.042128,0.041515,0.028319,0.030069,0.028429,0.029074,0.030830,0.032340,0.035843,0.055760
0.042472,0.044409,0.042210,0.041281,0.028070,0.029677,0.028831,0.029147,0.030309,0.032315,0.035937,0.055909
0.042223,0.044443,0.042387,0.041411,0.028180,0.029469,0.028723,0.029345,0.030960,0.032239,0.035644,0.055700
0.042397,0.044646,0.042137,0.041614,0.028303,0.029317,0.028786,0.029422,0.030745,0.031964,0.035732,0.055625
0.042330,0.044298,0.042087,0.041638,0.028231,0.029760,0.028603,0.029380,0.030938,0.032093,0.035770,0.055590
0.042204,0.044292,0.042523,0.041632,0.028066,0.029668,0.028831,0.029554,0.031108,0.032419,0.036683,0.055953
0.043663,0.046291,0.043707,0.043344,0.029248,0.030890,0.029914,0.031762,0.033730,0.034772,0.038827,0.057539
0.047463,0.050157,0.047520,0.046616,0.031206,0.032908,0.031879,0.033398,0.034933,0.036648,0.039955,0.058483
0.048660,0.051247,0.048818,0.047580,0.031642,0.032684,0.032072,0.033632,0.035350,0.036320,0.040053,0.058625
0.048824,0.051098,0.048752,0.047649,0.031383,0.033073,0.031926,0.033433,0.035284,0.036525,0.040025,0.058736
0.048698,0.051357,0.048376,0.047605,0.031639,0.033262,0.032340,0.033856,0.035511,0.036762,0.040107,0.058881
0.048492,0.051544,0.048707,0.047476,0.031743,0.032927,0.032182,0.033474,0.035208,0.036490,0.040353,0.058455
0.048783,0.051433,0.048287,0.047542,0.031699,0.032801,0.032422,0.033707,0.035290,0.036670,0.040107,0.058808
0.048733,0.051193,0.048698,0.047807,0.031493,0.033186,0.032305,0.033483,0.035524,0.036506,0.040208,0.058468
0.048808,0.051518,0.048309,0.047491,0.031737,0.033073,0.031838,0.033906,0.035211,0.036547,0.039939,0.058499
0.048651,0.051146,0.048676,0.047397,0.031496,0.033227,0.032144,0.033581,0.035517,0.036623,0.040037,0.058695
0.048600,0.051238,0.048429,0.047197,0.031421,0.033104,0.032277,0.033707,0.035741,0.036335,0.040100,0.058676
0.048654,0.051269,0.048591,0.047577,0.031465,0.033063,0.032239,0.033670,0.035337,0.036414,0.040135,0.058884
0.048644,0.051433,0.048313,0.047554,0.031702,0.033142,0.032059,0.033597,0.035214,0.036544,0.040104,0.058550
0.048764,0.051067,0.048338,0.047447,0.031759,0.032804,0.032106,0.033439,0.035382,0.036474,0.039914,0.058717
0.048670,0.050982,0.048808,0.047349,0.031496,0.033051,0.032185,0.033407,0.035653,0.036667,0.040069,0.058897
0.048859,0.051288,0.048382,0.047697,0.031623,0.033114,0.032144,0.033588,0.035457,0.036553,0.040094,0.058837
0.048685,0.051370,0.048502,0.047491,0.031569,0.033218,0.032002,0.033360,0.035198,0.036683,0.039949,0.058922
0.048369,0.051389,0.048199,0.047564,0.031721,0.033250,0.032166,0.033651,0.035227,0.036414,0.039930,0.058789
0.048657,0.051345,0.048527,0.047668,0.031635,0.033104,0.032201,0.033635,0.035233,0.036556,0.039946,0.058831
0.048442,0.050975,0.048483,0.047469,0.031898,0.032988,0.032337,0.033846,0.035470,0.036553,0.040201,0.058985
0.048600,0.051373,0.048543,0.047728,0.031775,0.033177,0.032151,0.033657,0.035565,0.036209,0.040012,0.058973
0.049010,0.051354,0.048492,0.047548,0.031860,0.033126,0.032182,0.033407,0.035700,0.036323,0.040069,0.058827
0.048919,0.051032,0.048360,0.047450,0.031620,0.033114,0.032188,0.033388,0.035312,0.036737,0.039952,0.058474
0.048701,0.051042,0.048391,0.047630,0.031853,0.033332,0.032135,0.033638,0.035302,0.036812,0.039889,0.058496
0.048802,0.051086,0.048578,0.047535,0.031572,0.033237,0.032078,0.033887,0.035369,0.036635,0.040201,0.058957
0.048951,0.051231,0.048628,0.047529,0.031718,0.033464,0.032296,0.033667,0.035318,0.036506,0.040072,0.058903
0.048796,0.051168,0.048458,0.047870,0.031718,0.033177,0.032513,0.033610,0.035366,0.036414,0.040208,0.058698
0.048429,0.050922,0.048480,0.047659,0.031718,0.033458,0.032239,0.033793,0.035072,0.036655,0.040208,0.058906
0.048701,0.051332,0.048417,0.047378,0.031522,0.033158,0.032050,0.033360,0.035732,0.036553,0.040119,0.058600
0.048695,0.051086,0.048546,0.047349,0.031661,0.032988,0.032040,0.033831,0.035085,0.036459,0.040173,0.058777
0.049008,0.051364,0.048445,0.047447,0.031490,0.033031,0.032223,0.033534,0.035479,0.036500,0.040306,0.058881
0.048572,0.051345,0.048391,0.047387,0.031835,0.033041,0.031936,0.033537,0.035350,0.036354,0.040258,0.058654
0.048704,0.051143,0.048733,0.047602,0.031298,0.033085,0.032176,0.033502,0.035697,0.036197,0.040028,0.058752
0.048613,0.051111,0.048404,0.047302,0.031756,0.033060,0.032299,0.033667,0.035451,0.036433,0.040122,0.058770
0.048546,0.051345,0.048319,0.047416,0.031670,0.033054,0.031794,0.033468,0.035110,0.036408,0.040097,0.058967
0.048603,0.051149,0.048303,0.047441,0.031683,0.033082,0.032242,0.033685,0.035265,0.036655,0.040343,0.059345
0.048676,0.051171,0.048417,0.047387,0.031655,0.033208,0.032312,0.033411,0.035274,0.036468,0.040363,0.058935
0.048641,0.051752,0.048332,0.047147,0.031522,0.033006,0.031582,0.033369,0.035678,0.036727,0.039816,0.059010
0.048827,0.052450,0.048262,0.046193,0.031171,0.032820,0.031850,0.033379,0.035625,0.037115,0.040249,0.059055
0.048363,0.052630,0.048562,0.045795,0.031351,0.032732,0.031835,0.033518,0.035483,0.037021,0.040300,0.059001
0.048606,0.052779,0.048344,0.045811,0.031301,0.032817,0.031718,0.033448,0.035274,0.036734,0.040236,0.059285
0.048505,0.052832,0.048487,0.045770,0.031414,0.032738,0.031838,0.033202,0.035644,0.036512,0.040186,0.058840
0.048483,0.052747,0.048575,0.045719,0.031326,0.032552,0.031923,0.033487,0.035514,0.037144,0.040473,0.059285
0.048717,0.052530,0.048445,0.045735,0.031348,0.032580,0.031964,0.033515,0.035656,0.036913,0.040530,0.059159
0.048439,0.052567,0.048464,0.045823,0.031310,0.032741,0.031739,0.033506,0.035448,0.037106,0.040205,0.059083
0.048496,0.052915,0.048461,0.045827,0.031194,0.032536,0.031756,0.033231,0.035717,0.036462,0.040179,0.059377
0.048448,0.052665,0.048511,0.045833,0.031594,0.032412,0.031986,0.033212,0.035505,0.036964,0.040492,0.058931
0.048613,0.052725,0.048410,0.045966,0.031474,0.032659,0.031724,0.033177,0.035242,0.036816,0.040097,0.058957
0.048294,0.052318,0.048610,0.046158,0.031285,0.032640,0.031756,0.033401,0.035568,0.036857,0.040536,0.059134
0.048663,0.052321,0.048123,0.045656,0.031083,0.032542,0.031569,0.033044,0.035549,0.036898,0.040483,0.059206
0.048259,0.052709,0.048246,0.045817,0.031076,0.032773,0.031926,0.033183,0.035767,0.037135,0.040514,0.059219
0.048227,0.052605,0.048610,0.045928,0.031175,0.032571,0.031923,0.033651,0.035363,0.037002,0.040416,0.059380
0.048622,0.052564,0.048303,0.046149,0.031860,0.033057,0.031999,0.033407,0.035451,0.036534,0.040208,0.059238
0.048565,0.051607,0.048322,0.047147,0.031667,0.033126,0.032504,0.033395,0.035438,0.036320,0.040078,0.059058
0.048890,0.051272,0.048527,0.047760,0.031645,0.032997,0.032176,0.033720,0.035404,0.036753,0.040281,0.058840
0.048610,0.051411,0.048606,0.047801,0.031787,0.033168,0.032371,0.033910,0.035407,0.036692,0.040157,0.059165
0.048704,0.051320,0.048423,0.047564,0.031247,0.032757,0.031951,0.033506,0.035476,0.036610,0.040072,0.059178
0.048663,0.051256,0.048821,0.047333,0.031715,0.033161,0.032233,0.033704,0.035274,0.036427,0.040107,0.059345
0.048546,0.051301,0.048398,0.047438,0.031762,0.032927,0.031945,0.034052,0.035486,0.036711,0.039968,0.058976
0.048439,0.051364,0.048511,0.047482,0.031291,0.033291,0.032397,0.033531,0.035467,0.036620,0.039999,0.059055
0.048531,0.051146,0.048290,0.047526,0.031620,0.033133,0.032128,0.033730,0.035413,0.036715,0.040164,0.059030
0.048445,0.050937,0.048651,0.047716,0.031825,0.033107,0.032261,0.033663,0.035511,0.036569,0.040100,0.059087
0.048733,0.051064,0.048527,0.047229,0.031620,0.033111,0.032466,0.034175,0.035394,0.036594,0.040325,0.059210
0.048679,0.051158,0.048404,0.047327,0.031711,0.033161,0.032144,0.033524,0.035681,0.036614,0.040293,0.059301
0.048594,0.051168,0.048407,0.047690,0.031544,0.032927,0.032270,0.033834,0.035369,0.036708,0.039949,0.059241
0.048628,0.051212,0.048670,0.047732,0.031487,0.032912,0.032169,0.033689,0.035189,0.036515,0.040157,0.059143
0.048427,0.051392,0.048227,0.047501,0.031588,0.033073,0.032255,0.033616,0.035252,0.036686,0.040167,0.059213
0.048720,0.051373,0.048635,0.047277,0.031749,0.033101,0.032087,0.033818,0.035379,0.036737,0.039655,0.059134
0.048720,0.051326,0.048606,0.047479,0.031645,0.032858,0.032593,0.033433,0.035539,0.036569,0.040037,0.059282
0.048420,0.051458,0.048496,0.047482,0.031702,0.033022,0.032182,0.033553,0.035641,0.036446,0.040353,0.059244
0.048584,0.051301,0.048177,0.047463,0.031493,0.033101,0.032059,0.033780,0.035751,0.036358,0.040135,0.058995
0.048872,0.051162,0.048429,0.047292,0.031493,0.032990,0.032119,0.033685,0.035420,0.036629,0.040328,0.059087
