0.042236,0.044304,0.042245,0.041509,0.028370,0.029516,0.028610,0.029431,0.030969,0.032021,0.035985,0.055792
0.042494,0.044633,0.042251,0.041446,0.028209,0.029826,0.028569,0.029576,0.031042,0.031992,0.035979,0.055855
0.042485,0.044456,0.042264,0.041572,0.028035,0.029646,0.028328,0.029254,0.030938,0.031737,0.035777,0.055514
0.041964,0.044206,0.042169,0.041607,0.028234,0.029731,0.028499,0.029134,0.030713,0.031891,0.035912,0.055918
0.042100,0.044210,0.042173,0.041392,0.028123,0.029620,0.028562,0.029422,0.030833,0.032109,0.035719,0.055792
0.042286,0.044191,0.042248,0.041623,0.028218,0.029472,0.028388,0.029191,0.030865,0.031882,0.035799,0.055716
0.042472,0.044526,0.042192,0.041376,0.028130,0.029709,0.028717,0.029222,0.030574,0.031948,0.036152,0.055833
0.042137,0.044219,0.042324,0.041402,0.028341,0.029535,0.028850,0.029355,0.030777,0.031967,0.036124,0.056023
0.042037,0.044687,0.041980,0.041474,0.028019,0.029418,0.028474,0.029658,0.030997,0.032002,0.035536,0.055707
0.042315,0.044181,0.042055,0.041765,0.028228,0.029924,0.028626,0.029169,0.030884,0.032210,0.036079,0.055615
0.042315,0.044260,0.042315,0.041677,0.028278,0.029532,0.028885,0.029333,0.030732,0.032176,0.036023,0.055729
0.042488,0.044367,0.042119,0.041575,0.028300,0.029627,0.028594,0.029545,0.030837,0.031923,0.035805,0.055612
0.042438,0.044343,0.042125,0.041477,0.028082,0.029488,0.028528,0.029658,0.030676,0.032188,0.036020,0.055915
0.042141,0.044472,0.041951,0.041585,0.028322,0.029529,0.028578,0.029099,0.030871,0.032018,0.036010,0.055982
0.042397,0.044724,0.042135,0.041073,0.028196,0.029674,0.028619,0.029099,0.030963,0.031778,0.035915,0.055776
0.042438,0.044222,0.042416,0.041594,0.028303,0.029690,0.028875,0.029191,0.031026,0.032084,0.036105,0.055852
0.042128,0.044386,0.042115,0.041560,0.028259,0.029683,0.028205,0.029251,0.030909,0.031812,0.036061,0.055852
0.042327,0.044326,0.042261,0.041392,0.028082,0.029314,0.028616,0.029235,0.030650,0.031961,0.036111,0.055896
0.042270,0.044472,0.042122,0.041547,0.028259,0.029450,0.028846,0.029153,0.030884,0.032248,0.035972,0.056051
0.042072,0.044320,0.042270,0.041175,0.027940,0.029652,0.028714,0.029125,0.030979,0.031907,0.035685,0.056102
0.042011,0.044431,0.042081,0.041370,0.028048,0.029494,0.028786,0.029298,0.030653,0.031995,0.035950,0.055609
0.042169,0.044235,0.042052,0.041414,0.028199,0.029861,0.028338,0.029377,0.031102,0.032169,0.035934,0.055852
